outcome,category_name,backers,total
successful,Crafts,668,1
successful,Crafts,1054,1
successful,Crafts,1203,1
successful,Dance,7,1
successful,Dance,10,1
successful,Dance,11,1
successful,Dance,13,1
successful,Dance,16,2
successful,Dance,18,1
successful,Dance,20,2
successful,Dance,21,2
successful,Dance,22,1
successful,Dance,25,3
successful,Dance,26,1
successful,Dance,28,1
successful,Dance,30,2
successful,Dance,32,1
successful,Dance,33,1
successful,Dance,37,1
successful,Dance,38,2
successful,Dance,40,2
successful,Dance,42,1
successful,Dance,43,2
successful,Dance,46,1
successful,Dance,48,1
successful,Dance,49,1
successful,Dance,51,1
successful,Dance,55,1
successful,Dance,58,2
successful,Dance,59,2
successful,Dance,61,1
successful,Dance,63,1
successful,Dance,66,1
successful,Dance,68,2
successful,Dance,69,1
successful,Dance,70,2
successful,Dance,72,1
successful,Dance,73,2
successful,Dance,75,1
successful,Dance,77,1
successful,Dance,78,1
successful,Dance,85,1
successful,Dance,89,2
successful,Dance,96,1
successful,Dance,98,1
successful,Dance,99,1
successful,Dance,107,1
successful,Dance,108,1
successful,Dance,121,1
successful,Dance,128,1
successful,Dance,158,1
successful,Dance,177,1
successful,Dance,179,1
successful,Dance,182,1
successful,Dance,187,1
successful,Dance,318,1
successful,Dance,611,1
successful,Design,4,2
successful,Design,5,1
successful,Design,9,1
successful,Design,10,2
successful,Design,11,1
successful,Design,12,3
successful,Design,13,3
successful,Design,15,2
successful,Design,16,1
successful,Design,17,1
successful,Design,19,1
successful,Design,20,2
successful,Design,21,2
successful,Design,22,1
successful,Design,23,1
successful,Design,24,1
successful,Design,25,1
successful,Design,26,1
successful,Design,27,4
successful,Design,28,4
successful,Design,29,1
successful,Design,31,1
successful,Design,38,1
successful,Design,39,2
successful,Design,40,2
successful,Design,42,1
successful,Design,43,3
successful,Design,44,1
successful,Design,45,3
successful,Design,46,1
successful,Design,48,2
successful,Design,49,3
successful,Design,50,2
successful,Design,52,1
successful,Design,53,4
successful,Design,54,1
successful,Design,55,1
successful,Design,56,1
successful,Design,57,1
successful,Design,59,1
successful,Design,60,3
successful,Design,61,1
successful,Design,66,2
successful,Design,67,1
successful,Design,68,1
successful,Design,71,1
successful,Design,72,3
successful,Design,73,2
successful,Design,78,1
successful,Design,79,1
successful,Design,83,1
successful,Design,85,1
successful,Design,87,2
successful,Design,89,1
successful,Design,90,1
successful,Design,91,1
successful,Design,92,1
successful,Design,94,2
successful,Design,95,2
successful,Design,97,2
successful,Design,99,1
successful,Design,100,2
successful,Design,101,1
successful,Design,103,1
successful,Design,106,1
successful,Design,107,1
successful,Design,109,1
successful,Design,110,1
successful,Design,111,3
successful,Design,114,2
successful,Design,117,1
successful,Design,120,1
successful,Design,121,1
successful,Design,122,2
successful,Design,123,1
successful,Design,124,1
successful,Design,126,1
successful,Design,127,2
successful,Design,128,2
successful,Design,129,1
successful,Design,131,1
successful,Design,132,2
successful,Design,133,1
successful,Design,134,2
successful,Design,138,1
successful,Design,139,1
successful,Design,140,1
successful,Design,141,1
successful,Design,142,1
successful,Design,144,1
successful,Design,145,1
successful,Design,147,1
successful,Design,148,1
successful,Design,151,1
successful,Design,152,1
successful,Design,156,1
successful,Design,158,1
successful,Design,161,1
successful,Design,162,1
successful,Design,164,1
successful,Design,165,2
successful,Design,166,1
successful,Design,168,1
successful,Design,170,1
successful,Design,173,1
successful,Design,175,1
successful,Design,178,1
successful,Design,182,2
successful,Design,184,1
successful,Design,186,1
successful,Design,189,1
successful,Design,194,1
successful,Design,198,1
successful,Design,199,2
successful,Design,200,2
successful,Design,204,1
successful,Design,205,1
successful,Design,207,1
successful,Design,210,1
successful,Design,212,1
successful,Design,214,1
successful,Design,216,1
successful,Design,219,2
successful,Design,220,1
successful,Design,230,1
successful,Design,232,2
successful,Design,235,1
successful,Design,238,1
successful,Design,247,1
successful,Design,250,1
successful,Design,251,1
successful,Design,252,1
successful,Design,260,1
successful,Design,263,1
successful,Design,267,1
successful,Design,269,1
successful,Design,271,1
successful,Design,272,1
successful,Design,273,1
successful,Design,274,1
successful,Design,292,1
successful,Design,303,1
successful,Design,304,1
successful,Design,305,1
successful,Design,306,1
successful,Design,308,1
successful,Design,313,1
successful,Design,334,1
successful,Design,338,1
successful,Design,340,1
successful,Design,345,1
successful,Design,348,1
successful,Design,351,2
successful,Design,352,1
successful,Design,356,1
successful,Design,362,1
successful,Design,371,1
successful,Design,372,1
successful,Design,376,1
successful,Design,386,1
successful,Design,393,1
successful,Design,397,3
successful,Design,401,1
successful,Design,407,1
successful,Design,411,1
successful,Design,420,1
successful,Design,423,1
successful,Design,434,1
successful,Design,436,1
successful,Design,439,1
successful,Design,444,1
successful,Design,447,1
successful,Design,448,1
successful,Design,451,1
successful,Design,453,1
successful,Design,454,1
successful,Design,472,1
successful,Design,474,1
successful,Design,479,1
successful,Design,502,1
successful,Design,504,1
successful,Design,525,2
successful,Design,547,1
successful,Design,555,1
successful,Design,563,2
successful,Design,582,1
successful,Design,590,2
successful,Design,592,1
successful,Design,599,1
successful,Design,600,1
successful,Design,610,1
successful,Design,628,1
successful,Design,642,1
successful,Design,663,1
successful,Design,681,1
successful,Design,691,1
successful,Design,705,1
successful,Design,709,1
successful,Design,732,1
successful,Design,734,1
successful,Design,818,1
successful,Design,829,1
successful,Design,851,1
successful,Design,859,1
successful,Design,863,1
successful,Design,921,1
successful,Design,934,1
successful,Design,938,1
successful,Design,946,1
successful,Design,959,1
successful,Design,1020,1
successful,Design,1061,1
successful,Design,1159,2
successful,Design,1161,1
successful,Design,1162,1
successful,Design,1163,1
successful,Design,1165,1
successful,Design,1166,1
successful,Design,1184,1
successful,Design,1188,1
successful,Design,1212,1
successful,Design,1257,1
successful,Design,1287,1
successful,Design,1298,1
successful,Design,1315,1
successful,Design,1317,1
successful,Design,1343,1
successful,Design,1465,1
successful,Design,1466,1
successful,Design,1483,1
successful,Design,1526,1
successful,Design,1601,1
successful,Design,1704,1
successful,Design,1718,1
successful,Design,1740,1
successful,Design,1756,1
successful,Design,1782,1
successful,Design,1967,1
successful,Design,2022,1
successful,Design,2023,1
successful,Design,2048,1
successful,Design,2190,1
successful,Design,2358,1
successful,Design,2396,1
successful,Design,3015,1
successful,Design,3023,1
successful,Design,3141,1
successful,Design,3674,1
successful,Design,3710,1
successful,Design,3797,1
successful,Design,3915,1
successful,Fashion,2,2
successful,Fashion,5,2
successful,Fashion,8,2
successful,Fashion,11,1
successful,Fashion,12,1
successful,Fashion,13,2
successful,Fashion,15,2
successful,Fashion,16,4
successful,Fashion,17,2
successful,Fashion,18,2
successful,Fashion,19,3
successful,Fashion,21,3
successful,Fashion,23,2
successful,Fashion,24,2
successful,Fashion,26,1
successful,Fashion,27,2
successful,Fashion,28,1
successful,Fashion,29,1
successful,Fashion,31,1
successful,Fashion,32,3
successful,Fashion,33,1
successful,Fashion,34,1
successful,Fashion,35,3
successful,Fashion,37,1
successful,Fashion,39,1
successful,Fashion,40,1
successful,Fashion,41,1
successful,Fashion,42,1
successful,Fashion,43,1
successful,Fashion,44,1
successful,Fashion,48,1
successful,Fashion,52,1
successful,Fashion,54,2
successful,Fashion,55,1
successful,Fashion,56,1
successful,Fashion,60,1
successful,Fashion,61,1
successful,Fashion,64,2
successful,Fashion,67,1
successful,Fashion,68,2
successful,Fashion,72,1
successful,Fashion,74,1
successful,Fashion,77,2
successful,Fashion,79,1
successful,Fashion,80,2
successful,Fashion,81,1
successful,Fashion,83,1
successful,Fashion,85,1
successful,Fashion,89,2
successful,Fashion,90,1
successful,Fashion,94,1
successful,Fashion,96,1
successful,Fashion,97,1
successful,Fashion,98,3
successful,Fashion,101,3
successful,Fashion,102,1
successful,Fashion,105,1
successful,Fashion,107,1
successful,Fashion,108,1
successful,Fashion,109,1
successful,Fashion,110,1
successful,Fashion,117,1
successful,Fashion,119,1
successful,Fashion,120,3
successful,Fashion,121,1
successful,Fashion,123,1
successful,Fashion,125,1
successful,Fashion,126,1
successful,Fashion,128,2
successful,Fashion,133,1
successful,Fashion,139,1
successful,Fashion,153,1
successful,Fashion,155,1
successful,Fashion,158,1
successful,Fashion,164,1
successful,Fashion,169,1
successful,Fashion,177,1
successful,Fashion,178,1
successful,Fashion,180,1
successful,Fashion,181,2
successful,Fashion,182,1
successful,Fashion,187,1
successful,Fashion,189,1
successful,Fashion,194,1
successful,Fashion,209,1
successful,Fashion,212,1
successful,Fashion,213,1
successful,Fashion,214,1
successful,Fashion,218,1
successful,Fashion,226,1
successful,Fashion,229,1
successful,Fashion,231,1
successful,Fashion,249,1
successful,Fashion,253,1
successful,Fashion,256,1
successful,Fashion,265,1
successful,Fashion,274,1
successful,Fashion,276,1
successful,Fashion,285,1
successful,Fashion,292,1
successful,Fashion,306,1
successful,Fashion,323,1
successful,Fashion,329,1
successful,Fashion,403,1
successful,Fashion,441,1
successful,Fashion,463,1
successful,Fashion,505,1
successful,Fashion,565,1
successful,Fashion,634,1
successful,Fashion,653,1
successful,Fashion,661,1
successful,Fashion,699,1
successful,Fashion,735,1
successful,Fashion,759,1
successful,Fashion,839,1
successful,Fashion,901,1
successful,Fashion,929,1
successful,Fashion,1017,1
successful,Fashion,1220,1
successful,Fashion,1596,1
successful,Fashion,2442,1
successful,Fashion,3218,1
successful,"Film & Video",0,2
successful,"Film & Video",1,2
successful,"Film & Video",3,1
successful,"Film & Video",4,1
successful,"Film & Video",5,4
successful,"Film & Video",6,3
successful,"Film & Video",7,3
successful,"Film & Video",8,9
successful,"Film & Video",9,2
successful,"Film & Video",10,10
successful,"Film & Video",11,12
successful,"Film & Video",12,10
successful,"Film & Video",13,16
successful,"Film & Video",14,6
successful,"Film & Video",15,6
successful,"Film & Video",16,6
successful,"Film & Video",17,8
successful,"Film & Video",18,6
successful,"Film & Video",19,11
successful,"Film & Video",20,10
successful,"Film & Video",21,15
successful,"Film & Video",22,9
successful,"Film & Video",23,9
successful,"Film & Video",24,8
successful,"Film & Video",25,8
successful,"Film & Video",26,6
successful,"Film & Video",27,11
successful,"Film & Video",28,9
successful,"Film & Video",29,8
successful,"Film & Video",30,4
successful,"Film & Video",31,9
successful,"Film & Video",32,8
successful,"Film & Video",33,8
successful,"Film & Video",34,7
successful,"Film & Video",35,6
successful,"Film & Video",36,7
successful,"Film & Video",37,6
successful,"Film & Video",38,6
successful,"Film & Video",39,6
successful,"Film & Video",40,13
successful,"Film & Video",41,7
successful,"Film & Video",42,7
successful,"Film & Video",43,10
successful,"Film & Video",44,5
successful,"Film & Video",45,4
successful,"Film & Video",46,6
successful,"Film & Video",47,3
successful,"Film & Video",48,8
successful,"Film & Video",49,11
successful,"Film & Video",50,4
successful,"Film & Video",51,9
successful,"Film & Video",52,5
successful,"Film & Video",53,4
successful,"Film & Video",54,6
successful,"Film & Video",55,5
successful,"Film & Video",56,4
successful,"Film & Video",57,3
successful,"Film & Video",58,3
successful,"Film & Video",59,8
successful,"Film & Video",60,3
successful,"Film & Video",61,5
successful,"Film & Video",62,2
successful,"Film & Video",63,3
successful,"Film & Video",64,6
successful,"Film & Video",65,6
successful,"Film & Video",66,7
successful,"Film & Video",67,5
successful,"Film & Video",68,8
successful,"Film & Video",69,4
successful,"Film & Video",70,4
successful,"Film & Video",71,2
successful,"Film & Video",72,5
successful,"Film & Video",73,3
successful,"Film & Video",74,5
successful,"Film & Video",75,4
successful,"Film & Video",76,4
successful,"Film & Video",77,6
successful,"Film & Video",78,1
successful,"Film & Video",79,5
successful,"Film & Video",80,3
successful,"Film & Video",81,6
successful,"Film & Video",82,2
successful,"Film & Video",83,2
successful,"Film & Video",84,3
successful,"Film & Video",85,4
successful,"Film & Video",86,1
successful,"Film & Video",87,3
successful,"Film & Video",88,5
successful,"Film & Video",89,3
successful,"Film & Video",90,1
successful,"Film & Video",92,3
successful,"Film & Video",93,5
successful,"Film & Video",94,1
successful,"Film & Video",95,2
successful,"Film & Video",96,2
successful,"Film & Video",97,1
successful,"Film & Video",99,3
successful,"Film & Video",101,1
successful,"Film & Video",102,3
successful,"Film & Video",103,2
successful,"Film & Video",104,4
successful,"Film & Video",105,2
successful,"Film & Video",107,6
successful,"Film & Video",108,2
successful,"Film & Video",109,1
successful,"Film & Video",110,4
successful,"Film & Video",111,2
successful,"Film & Video",112,1
successful,"Film & Video",114,2
successful,"Film & Video",115,2
successful,"Film & Video",116,1
successful,"Film & Video",117,1
successful,"Film & Video",119,2
successful,"Film & Video",120,1
successful,"Film & Video",121,3
successful,"Film & Video",122,2
successful,"Film & Video",123,1
successful,"Film & Video",124,1
successful,"Film & Video",125,1
successful,"Film & Video",126,5
successful,"Film & Video",129,4
successful,"Film & Video",130,2
successful,"Film & Video",131,3
successful,"Film & Video",132,1
successful,"Film & Video",136,2
successful,"Film & Video",138,2
successful,"Film & Video",139,1
successful,"Film & Video",140,1
successful,"Film & Video",142,1
successful,"Film & Video",144,2
successful,"Film & Video",145,1
successful,"Film & Video",147,2
successful,"Film & Video",148,5
successful,"Film & Video",149,2
successful,"Film & Video",150,1
successful,"Film & Video",151,3
successful,"Film & Video",153,1
successful,"Film & Video",154,1
successful,"Film & Video",155,3
successful,"Film & Video",157,1
successful,"Film & Video",158,1
successful,"Film & Video",160,1
successful,"Film & Video",161,4
successful,"Film & Video",163,2
